 Freq (GHz)                  Error
   15.000000000000000        1386271.7872099085     
   15.300000000000001        1310613.9627298121     
   15.600000000000000        1230748.4970561354     
   15.900000000000000        1147368.4856482737     
   16.199999999999999        1061513.2486792270     
   16.500000000000000        974506.49181960395     
   16.800000000000001        887861.20331998903     
   17.100000000000001        803186.74590587185     
   17.399999999999999        722152.90020099550     
   17.699999999999999        646629.31140183168     
   18.000000000000000        579400.77720256289     
   18.300000000000001        527009.86563434766     
   18.600000000000001        504418.04288082663     
   18.899999999999999        477005.90021993738     
   19.199999999999999        409745.04611847672     
   19.500000000000000        365671.50772999274     
   19.800000000000001        344810.71701881802     
   20.100000000000001        335838.13301117980     
   20.399999999999999        330234.49766635086     
   20.699999999999999        319084.47114174580     
   21.000000000000000        299477.26593677141     
   21.300000000000001        291465.51008197304     
   21.600000000000001        293411.48994831042     
   21.899999999999999        275950.31731193978     
   22.199999999999999        233150.90973060543     
   22.500000000000000        179901.17203213545     
   22.800000000000001        130006.95434459657     
   23.100000000000001        115976.42922270604     
   23.399999999999999        64314.089277216714     
   23.699999999999999        30235.284468735190     
   24.000000000000000        16264.971638235622     
   24.300000000000001        8808.7103837054437     
   24.600000000000001        4698.2361883578997     
   24.899999999999999        2438.9204002523761     
   25.199999999999999        1219.8876938531148     
   25.500000000000000        582.50165693855570     
   25.800000000000001        263.26679359522780     
   26.100000000000001        111.67306436947194     
   26.399999999999999        44.051464067158911     
   26.699999999999999        15.976021760145965     
   27.000000000000000        5.2439575482912346     
   27.300000000000001        1.5251214534622677     
   27.600000000000001       0.38729410301573797     
   27.899999999999999        9.3089841356506595E-002
   28.199999999999999        3.0435143798230955E-002
   28.500000000000000        1.9827547323828885E-002
   28.800000000000001        1.8533953409772045E-002
   29.100000000000001        1.8403844683164385E-002
   29.399999999999999        1.8354971769738482E-002
   29.699999999999999        1.8305248681011323E-002
   30.000000000000000        1.8252656180798871E-002
   30.294117647058822        1.8198563934232831E-002
   30.588235294117645        1.8142096807368110E-002
   30.882352941176471        1.8084664586777308E-002
   31.176470588235293        1.8068468959803297E-002
   31.470588235294116        1.8606348791625836E-002
   31.764705882352938        2.3382888905033341E-002
   32.058823529411768        5.1068227595813233E-002
   32.352941176470587       0.17442367768471251     
   32.647058823529413       0.62467156338119700     
   32.941176470588232        2.0429414652608999     
   33.235294117647058        6.1270273743969010     
   33.529411764705884        18.115374947091333     
   33.823529411764703        64.217049488203102     
   34.117647058823529        223.83379780023864     
   34.411764705882355        345.77349963989127     
   34.705882352941174        520.12463882284942     
   35.000000000000000        848.78424864169926     
   35.294117647058826        1420.7986372375385     
   35.588235294117645        2407.2954292007844     
   35.882352941176471        4177.0741663179560     
   36.176470588235290        7518.4402393469400     
   36.470588235294123        13798.548197761762     
   36.764705882352942        24050.754344769932     
   37.058823529411768        33794.081422742056     
   37.352941176470587        51027.737070367737     
   37.647058823529413        228799.89253869432     
   37.941176470588232        386116.91251745302     
   38.235294117647058        431884.80639859190     
   38.529411764705877        406312.26496754604     
   38.823529411764710        357242.21945511067     
   39.117647058823529        311429.04743821837     
   39.411764705882355        277165.60312001477     
   39.705882352941174        255257.69046788607     
   40.000000000000000        244619.82681724575     
   40.294117647058826        244068.80183536222     
   40.588235294117645        252660.02050117869     
   40.882352941176471        269554.96238587803     
   41.176470588235290        293832.50512562238     
   41.470588235294116        324549.63229873602     
   41.764705882352942        360846.46244953200     
   42.058823529411768        400617.84745711047     
   42.352941176470587        449144.05989077402     
   42.647058823529413        494923.45314636180     
   42.941176470588232        540194.86586160481     
   43.235294117647058        586188.06766816182     
   43.529411764705884        632203.94376620953     
   43.823529411764710        676434.92011668859     
   44.117647058823529        715884.52284407953     
   44.411764705882355        746523.07477871398     
   44.705882352941174        764087.65200154041     
   45.000000000000000        765855.57739555219     
