 Freq (GHz)                  Error
   15.000000000000000        4773744.7902720999        2.5332927438731767     
   15.300000000000001        3710462.6965436195        2.1155276687974149     
   15.600000000000000        2871588.1041832869        1.7911835062910448     
   15.900000000000000        2212226.6077036569        1.5393825731492703     
   16.199999999999999        1696032.0850417204        1.3436866464993431     
   16.500000000000000        1293641.4140883628        1.1912006343644905     
   16.800000000000001        981390.20517771610        1.0718496447760839     
   17.100000000000001        740258.67273047054       0.97779646035839785     
   17.399999999999999        555006.33556581405       0.90297278149030968     
   17.699999999999999        413461.90097936650       0.84270269795687625     
   18.000000000000000        305940.85123385047       0.79340094449244580     
   18.300000000000001        224768.22391570272       0.75233179294079611     
   18.600000000000001        163888.10344744424       0.71741709333803838     
   18.899999999999999        118544.61136444419       0.68708412509431349     
   19.199999999999999        85021.848548894850       0.66014565846849527     
   19.500000000000000        60432.422541909713       0.63570603596775610     
   19.800000000000001        42545.981623192230       0.61308822719638145     
   20.100000000000001        29650.649432072711       0.59177774022385510     
   20.399999999999999        20441.469122799601       0.57138002876835359     
   20.699999999999999        13930.972008094113       0.55158865035322657     
   21.000000000000000        9377.8204774829137       0.53216193263026523     
   21.300000000000001        6230.1693162749571       0.51290631470885217     
   21.600000000000001        4080.9680952114927       0.49366486495251743     
   21.899999999999999        2632.9100338578219       0.47430975042712475     
   22.199999999999999        1671.1358964696856       0.45473765753635625     
   22.500000000000000        1042.1383007507784       0.43486734780442260     
   22.800000000000001        637.59316091547862       0.41463868502208484     
   23.100000000000001        382.07978456578661       0.39401259644264974     
   23.399999999999999        223.84679605337294       0.37297153664166932     
   23.699999999999999        127.94372296824258       0.35152011231714070     
   24.000000000000000        71.172906682597940       0.32968560315650569     
   24.300000000000001        38.427712982748567       0.30751818065359471     
   24.600000000000001        20.074484948999366       0.28509068549125305     
   24.899999999999999        10.110405529495099       0.26249787629275534     
   25.199999999999999        4.8900718978927333       0.23985510913523636     
   25.500000000000000        2.2623950454073136       0.21729644868807807     
   25.800000000000001       0.99837073873399451       0.19497224826289838     
   26.100000000000001       0.42099209112188768       0.17304626719107977     
