 Freq (GHz)                  Error
   15.000000000000000        75440046.160515830        3.8885135196992677     
   15.300000000000001        59363636.551853113        3.1923907085626988     
   15.600000000000000        46493904.998129554        2.6426574988368472     
   15.900000000000000        36234755.594501674        2.2092484238763386     
   16.199999999999999        28093140.966804516        1.8681186022549845     
   16.500000000000000        21662432.548400376        1.6000555377854973     
   16.800000000000001        16608339.804081436        1.3897210742325525     
   17.100000000000001        12656991.533758078        1.2248796933830179     
   17.399999999999999        9584854.5534875672        1.0957776664328551     
   17.699999999999999        7210216.0270598093       0.99464427671289790     
   18.000000000000000        5385997.7596919471       0.91529175209116387     
   18.300000000000001        3993705.6321524139       0.85279493460305689     
   18.600000000000001        2938346.4378276076       0.80323527597501443     
   18.899999999999999        2144168.7828950705       0.76349664178672039     
   19.199999999999999        1551105.2884647013       0.73110276224331006     
   19.500000000000000        1111810.7822735566       0.70408808623243013     
   19.800000000000001        789206.03527856793       0.68089535948267699     
   20.100000000000001        554449.32435092190       0.66029452309625425     
   20.399999999999999        385269.03878744831       0.64131856864849868     
   20.699999999999999        264599.97985804861       0.62321283348335654     
   21.000000000000000        179474.15957951872       0.60539490980953126     
   21.300000000000001        120123.97521215482       0.58742290232555394     
   21.600000000000001        79261.773727526495       0.56897022483312409     
   21.899999999999999        51505.153013757321       0.54980549593292005     
   22.199999999999999        32921.979884391432       0.52977639333519377     
   22.500000000000000        20673.128072627580       0.50879656865779710     
   22.800000000000001        12734.427780967522       0.48683492058961947     
   23.100000000000001        7682.3365771329063       0.46390668276068936     
   23.399999999999999        4530.4452496483891       0.44006591069838807     
   23.699999999999999        2606.1702931227755       0.41539905554787976     
   24.000000000000000        1458.8997731356558       0.39001939525985857     
   24.300000000000001        792.48937994169637       0.36406216013878523     
   24.600000000000001        416.38442756810099       0.33768024159440763     
   24.899999999999999        210.80185997624753       0.31104041257609388     
   25.199999999999999        102.37148918800436       0.28432001692957415     
   25.500000000000000        47.432603989590092       0.25770410391352583     
   25.800000000000001        20.833313575203512       0.23138299430404305     
   26.100000000000001        8.6059720235598736       0.20555026683969052     
   26.399999999999999        3.3112572964885003       0.18040114927012249     
   26.699999999999999        1.1726186575466087       0.15613128822113656     
   27.000000000000000       0.37680446610755619       0.13293585798948937     
   27.300000000000001       0.10834958102277926       0.11100895200900936     
   27.600000000000001        2.7991790929075819E-002   9.0543184091415138E-002
   27.899999999999999        7.2672785707162627E-003   7.1729411789273237E-002
   28.199999999999999        2.8583823883654240E-003   5.4756483516101087E-002
   28.500000000000000        2.1436593674987806E-003   3.9810906397954371E-002
   28.800000000000001        2.0792196880472839E-003   2.7076334887518438E-002
   29.100000000000001        2.0951716352764064E-003   1.6732792071036791E-002
   29.399999999999999        2.1166398760229898E-003   8.9555567398234351E-003
   29.699999999999999        2.1378787809893324E-003   3.9136792027458693E-003
   30.000000000000000        2.1588367295412680E-003   1.7681260294866456E-003
   30.294117647058822        2.1792832925990918E-003   2.6217344652856365E-003
   30.588235294117645        2.1998257438819277E-003   6.5342705802114197E-003
   30.882352941176471        2.2208355972367223E-003   1.3621887391467332E-002
   31.176470588235293        2.2473193885263784E-003   2.3984437978288323E-002
   31.470588235294116        2.3413777672974560E-003   3.7703402027554463E-002
   31.764705882352938        2.9787011093489611E-003   5.4840171656659602E-002
   32.058823529411768        6.7261428776052663E-003   7.5434851026334335E-002
   32.352941176470587        2.4342313121846204E-002   9.9505697101247376E-002
   32.647058823529413        9.3157351722340645E-002  0.12704928492947382     
   32.941176470588232       0.32510464202440870       0.15804142234228927     
   33.235294117647058        1.0190801879886822       0.19243877057488781     
   33.529411764705884        2.9015379790532196       0.23018105571003328     
   33.823529411764703        7.6058472995330426       0.27119368968267704     
   34.117647058823529        18.571904632969119       0.31539056879875976     
   34.411764705882355        42.651480739472163       0.36267679267103548     
   34.705882352941174        92.852374723515467       0.41295105673168814     
   35.000000000000000        192.85833675392982       0.46610752442599096     
   35.294117647058826        384.23692219475515       0.52203708450939901     
   35.588235294117645        737.61148657152216       0.58062804314903860     
   35.882352941176471        1369.5466828088749       0.64176648218119325     
   36.176470588235290        2467.5022674680527       0.70533671965913214     
   36.470588235294123        4325.9740783268371       0.77122251624353366     
   36.764705882352942        7397.8933564662511       0.83930985578204786     
   37.058823529411768        12366.529320740436       0.90949226331318267     
   37.352941176470587        20244.571946298827       0.98167968336715206     
   37.647058823529413        32508.803042666321        1.0558119073731553     
   37.941176470588232        51280.838852424538        1.1318774051303393     
   38.235294117647058        79566.895652871433        1.2099381931386950     
   38.529411764705877        121572.44484167265        1.2901610950898412     
   38.823529411764710        183111.04394684354        1.3728554728882665     
   39.117647058823529        272130.61793108069        1.4585173067502406     
   39.411764705882355        399385.08902144246        1.5478794702997900     
   39.705882352941174        579284.58615666418        1.6419682722911046     
   40.000000000000000        830963.58533576224        1.7421668950576390     
   40.294117647058826        1179613.3234155374        1.8502872868663454     
   40.588235294117645        1658132.7795364093        1.9686533348438668     
   40.882352941176471        2309161.5253489078        2.1001996475761064     
   41.176470588235290        3187567.9083965197        2.2485918052513880     
   41.470588235294116        4363477.4591761036        2.4183751859479541     
   41.764705882352942        5925939.2144434415        2.6151600658572534     
   42.058823529411768        7987341.9463857114        2.8458501990390452     
   42.352941176470587        10688708.204821838        3.1189201218850728     
   42.647058823529413        14206011.749596024        3.4447427392636909     
   42.941176470588232        18757683.511366121        3.8359633130038668     
   43.235294117647058        24613492.816393264        4.3079091235977387     
   43.529411764705884        32105014.396883205        4.8790166009800489     
   43.823529411764710        41637917.842121877        5.5712509162136516     
   44.117647058823529        53706344.793364972        6.4104886766956408     
   44.411764705882355        68909670.520824656        7.4268346191086172     
   44.705882352941174        87971980.725100130        8.6548503011689295     
   45.000000000000000        111764631.66646673        10.133688726511998     
