 Freq (GHz)                  Error
   15.000000000000000        4453782.0595328258     
   15.300000000000001        3971046.8437234894     
   15.600000000000000        3540311.1863312479     
   15.900000000000000        3166419.1789115025     
   16.199999999999999        2855483.6505545625     
   16.500000000000000        2614186.7913952861     
   16.800000000000001        2446434.0088685742     
   17.100000000000001        2354234.5542672854     
   17.399999999999999        2339945.3760597906     
   17.699999999999999        2404272.6692440268     
   18.000000000000000        2543747.0573956459     
   18.300000000000001        2748157.7959399396     
   18.600000000000001        2997529.4284521081     
   18.899999999999999        3259361.1506465892     
   19.199999999999999        3488136.0774085168     
   19.500000000000000        3630058.5091625857     
   19.800000000000001        3634939.2934799809     
   20.100000000000001        3472698.9532533945     
   20.399999999999999        3148260.8527052002     
   20.699999999999999        2703427.3589252038     
   21.000000000000000        2201065.5896947663     
   21.300000000000001        1704573.7274204360     
   21.600000000000001        1261312.6266049922     
   21.899999999999999        896114.60690878553     
   22.199999999999999        613986.87985494919     
   22.500000000000000        407115.69900600042     
   22.800000000000001        261835.63819903316     
   23.100000000000001        163514.30995559570     
   23.399999999999999        99155.446164264009     
   23.699999999999999        58348.275083894281     
   24.000000000000000        33288.434966850495     
   24.300000000000001        18398.604489619422     
   24.600000000000001        9847.9655465119613     
   24.899999999999999        5104.2868493534042     
   25.199999999999999        2560.7447092713469     
   25.500000000000000        1241.4597777882582     
   25.800000000000001        579.48401956644057     
   26.100000000000001        258.83816049794314     
   26.399999999999999        109.69414052113629     
   26.699999999999999        43.646737157313126     
   27.000000000000000        16.120952530237282     
   27.300000000000001        5.4723831868333450     
   27.600000000000001        1.7025877357242101     
   27.899999999999999       0.49548614998792884     
   28.199999999999999       0.14857828603590267     
   28.500000000000000        7.1433335677618531E-002
   28.800000000000001       0.12682746663068784     
   29.100000000000001        2.1989949220970724E-003
   29.399999999999999        2.1169699036238891E-003
   29.699999999999999        2.1378788362572290E-003
   30.000000000000000        2.1588367295412702E-003
   30.294117647058822        2.1792833256973538E-003
   30.588235294117645        2.1999545143973447E-003
   30.882352941176471        2.2370431133320297E-003
   31.176470588235293        2.7492560569286569E-003
   31.470588235294116        9.5487706132072903E-003
   31.764705882352938        6.6573808256049694E-002
   32.058823529411768       0.40740510140179192     
   32.352941176470587        1.9961339897109334     
   32.647058823529413        8.1253883964581437     
   32.941176470588232        28.513741223741128     
   33.235294117647058        88.747701235393734     
   33.529411764705884        250.40934084389863     
   33.823529411764703        651.87923579652454     
   34.117647058823529        1589.4347028152974     
   34.411764705882355        3681.0462005886257     
   34.705882352941174        8215.5513400374475     
   35.000000000000000        17959.822035958481     
   35.294117647058826        39174.314340822573     
   35.588235294117645        86756.086493632843     
   35.882352941176471        195716.17160591163     
   36.176470588235290        433473.55781035702     
   36.470588235294123        863832.73940054292     
   36.764705882352942        1425707.3339023027     
   37.058823529411768        1997047.3575240001     
   37.352941176470587        2572829.2509478750     
   37.647058823529413        3222871.0236687209     
   37.941176470588232        4015582.6316120331     
   38.235294117647058        5008471.0797747215     
   38.529411764705877        6263240.4151066951     
   38.823529411764710        7866953.6886045104     
   39.117647058823529        9961703.4438169282     
   39.411764705882355        12797263.026588455     
   39.705882352941174        16833724.353483438     
   40.000000000000000        22771289.198470395     
   40.294117647058826        31105256.618211977     
   40.588235294117645        40520093.485093661     
   40.882352941176471        47309082.205678530     
   41.176470588235290        49598489.168077439     
   41.470588235294116        49138536.432794563     
   41.764705882352942        47920809.169656433     
   42.058823529411768        46771339.015565567     
   42.352941176470587        45842372.452578135     
   42.647058823529413        45078156.673583828     
   42.941176470588232        44398853.633220412     
   43.235294117647058        43751531.835474953     
   43.529411764705884        43115455.612166576     
   43.823529411764710        42493503.140796281     
   44.117647058823529        41901440.849652521     
   44.411764705882355        41360006.674042776     
   44.705882352941174        40891010.929405592     
   45.000000000000000        40516306.647003196     
