 Freq (GHz)                  Ez                Et
   15000000000.000000        218.56262041804300        673.37226949683782        243.20529953134039        324.74575296301271     
   15300000000.000000        225.33605668041622        628.14244896037906        244.46282771748903        320.78274847780335     
   15600000000.000000        231.85336513303585        581.70686872061231        246.22081113867335        320.58713419194470     
   15900000000.000000        238.08229177172078        534.54152674958664        249.24095892378864        324.41391530188230     
   16200000000.000000        243.99919078751850        487.22267928465141        252.97127031893328        330.60247380647473     
   16500000000.000000        249.58846942082045        440.44912377422247        256.80299167807067        337.69687881867361     
   16800000000.000000        254.84195387610191        395.07769295946599        260.43678963336123        344.97405296972346     
   17100000000.000000        259.75819455935516        352.17476440633362        263.76970665331515        352.17729385581009     
   17400000000.000000        264.34172530982420        313.07902051044249        266.78585107785767        359.25556400295068     
   17700000000.000000        268.60228959408528        279.44523544921077        269.50856452725071        366.22854152449582     
   18000000000.000000        272.55404613996899        253.18056206415108        271.98125154214813        373.12778059437380     
   18300000000.000000        276.21476669924215        236.11691629655397        274.25693254628516        379.97270545525748     
   18600000000.000000        279.60503914999521        229.34531740364935        276.39081184967591        386.76160213174887     
   18900000000.000000        282.74748967636350        232.55145917449681        278.43527919150944        393.46930168578257     
   19200000000.000000        285.66603805171098        243.99503826256401        280.43720275416382        400.04819346743540     
   19500000000.000000        288.38519991147314        261.21250057865808        282.43679179428227        406.43116540429924     
   19800000000.000000        290.92944919446091        281.79962891871526        284.46722945266458        412.53580970359093     
   20100000000.000000        293.32265257362923        303.80939966652193        286.55482412707977        418.26950231057731     
   20400000000.000000        295.58758566911001        325.80956546157267        288.72023901067251        423.53506276694213     
   20700000000.000000        297.74553818607586        346.79817836619435        290.96961237824110        428.23674380728374     
   21000000000.000000        299.81601196471053        366.09855358623190        291.34976874207570        432.28632807723989     
   21300000000.000000        301.81651244781546        383.27451310369548        295.25969637019932        435.60913316502717     
   21600000000.000000        303.76243048841866        398.07058428426996        297.79113093556822        438.14974444373553     
   21900000000.000000        305.66700798446089        410.37168320113864        300.27297040998894        439.87730332222407     
   22200000000.000000        307.54137778725925        420.17599874650205        302.75007421614634        440.79017183863357     
   22500000000.000000        309.39466590277777        427.57621137170179        305.21634157638039        440.91977018819171     
   22800000000.000000        311.23414235484938        432.74563667106588        307.65936114341821        440.33334128519249     
   23100000000.000000        313.06540630348132        435.92692237986483        310.06856903370090        439.13533885188053     
