 Freq (GHz)                  Error
   15.000000000000000        90423045.043443784     
   15.300000000000001        85336008.248775050     
   15.600000000000000        81652809.893165216     
   15.900000000000000        79604577.215603516     
   16.199999999999999        79568469.291705504     
   16.500000000000000        82177590.378909171     
   16.800000000000001        88537103.454377800     
   17.100000000000001        100682592.40166461     
   17.399999999999999        122646290.41347279     
   17.699999999999999        163245219.72999969     
   18.000000000000000        244585214.40701714     
   18.300000000000001        434044436.32771361     
   18.600000000000001        1003377149.3143787     
   18.899999999999999        3257928515.3614483     
   19.199999999999999        3774789982.9907680     
   19.500000000000000        1276859028.5360920     
   19.800000000000001        602728464.71843779     
   20.100000000000001        386997393.93018365     
   20.399999999999999        315487785.31202120     
   20.699999999999999        330060334.02011895     
   21.000000000000000        500594918.87350833     
   21.300000000000001        1525302168.2487721     
   21.600000000000001        664075887.71270251     
   21.899999999999999        88240333.649779871     
   22.199999999999999        22007042.766774688     
   22.500000000000000        7452305.3598405393     
   22.800000000000001        3013718.4771295311     
   23.100000000000001        1370388.7434602121     
   23.399999999999999        673080.18632866233     
   23.699999999999999        345131.67731488566     
   24.000000000000000        179474.45647852818     
   24.300000000000001        92598.670977838818     
   24.600000000000001        46720.672263440982     
   24.899999999999999        22851.437520672731     
   25.199999999999999        10775.579987913048     
   25.500000000000000        4856.2766324047898     
   25.800000000000001        2066.3031728075880     
   26.100000000000001        835.69091188757909     
   26.399999999999999        316.96547565603328     
   26.699999999999999        111.17377887709905     
   27.000000000000000        35.474581209063992     
   27.300000000000001        10.080638911966977     
   27.600000000000001        2.4785312352017472     
   27.899999999999999       0.50651438357188439     
   28.199999999999999        8.1227588460993719E-002
   28.500000000000000        9.4664365504745374E-003
   28.800000000000001        8.4320695992730745E-004
   29.100000000000001        2.1305462726077832E-004
   29.399999999999999        1.9285755352318009E-004
   29.699999999999999        1.9353801553454556E-004
   30.000000000000000        1.9441910544502124E-004
   30.294117647058822        1.9530358088600661E-004
   30.588235294117645        1.9634347430381636E-004
   30.882352941176471        2.1654522130135567E-004
   31.176470588235293        8.2559622460139418E-004
   31.470588235294116        9.5067244119137456E-003
   31.764705882352938        8.4498673464525012E-002
   32.058823529411768       0.54249361540155450     
   32.352941176470587        2.7110839534712827     
   32.647058823529413        11.155647645490967     
   32.941176470588232        39.294739313495953     
   33.235294117647058        121.79925282856846     
   33.529411764705884        338.99973439525456     
   33.823529411764703        860.22964143287300     
   34.117647058823529        2013.8336368442754     
   34.411764705882355        4390.6754113126399     
   34.705882352941174        8985.1095882523059     
   35.000000000000000        17373.238325046899     
   35.294117647058826        31924.426138371629     
   35.588235294117645        56040.001855132679     
   35.882352941176471        94413.012895003456     
   36.176470588235290        153303.09837196764     
   36.470588235294123        240818.10584361947     
   36.764705882352942        367186.31490801246     
   37.058823529411768        544988.63863816590     
   37.352941176470587        789299.04363815207     
   37.647058823529413        1117655.4693016366     
   37.941176470588232        1549757.5236803349     
   38.235294117647058        2106771.1689466164     
   38.529411764705877        2810130.8604097101     
   38.823529411764710        3679786.2161362986     
   39.117647058823529        4731958.4027571371     
   39.411764705882355        5976647.3807950467     
   39.705882352941174        7415327.7345422618     
   40.000000000000000        9039411.3102195300     
   40.294117647058826        10830039.905836802     
   40.588235294117645        12759523.571636489     
   40.882352941176471        14794244.494427493     
   41.176470588235290        16898297.068968821     
   41.470588235294116        19037736.331671081     
   41.764705882352942        21184589.696197320     
   42.058823529411768        23321305.479719039     
   42.352941176470587        25445916.196348902     
   42.647058823529413        27572352.458007585     
   42.941176470588232        29725702.843340628     
   43.235294117647058        31938637.206531130     
   43.529411764705884        34250702.373562880     
   43.823529411764710        36708685.937493026     
   44.117647058823529        39367108.532798670     
   44.411764705882355        42288945.670425057     
   44.705882352941174        45546886.939591609     
   45.000000000000000        49225385.805252045     
